200,1
300,1
400,2
500,9
600,4
700,4
800,8
900,4
1000,17
1100,2
1200,9
1300,7
1400,6
1500,22
1600,9
1700,13
1800,12
1900,7
2000,21
2100,16
2200,13
2300,25
2400,11
2500,21
2600,16
2700,16
2800,14
2900,16
3000,26
3100,13
3200,21
3300,20
3400,21
3500,33
3600,13
3700,18
3800,25
3900,17
4000,36
4100,20
4200,34
4300,20
4400,25
4500,29
4600,19
4700,18
4800,14
4900,23
5000,43
5100,26
5200,19
5300,17
5400,15
5500,38
5600,19
5700,17
5800,23
5900,29
6000,47
6100,25
6200,30
6300,27
6400,26
6500,35
6600,27
6700,32
6800,23
6900,18
7000,51
7100,32
7200,25
7300,32
7400,22
7500,32
7600,16
7700,20
7800,38
7900,13
8000,51
8100,20
8200,34
8300,25
8400,30
8500,28
8600,24
8700,20
8800,31
8900,24
9000,35
9100,30
9200,22
9300,38
9400,22
9500,45
9600,24
9700,17
9800,18
9900,14
10000,23
10100,17
10200,20
10300,17
10400,19
10500,33
10600,18
10700,19
10800,16
10900,18
11000,40
11100,26
11200,14
11300,32
11400,23
11500,35
11600,25
11700,19
11800,17
11900,26
12000,36
12100,19
12200,30
12300,23
12400,24
12500,30
12600,22
12700,17
12800,16
12900,26
13000,38
13100,34
13200,35
13300,20
13400,17
13500,34
13600,30
13700,25
13800,21
13900,16
14000,28
14100,28
14200,26
14300,29
14400,18
14500,35
14600,26
14700,30
14800,15
14900,15
15000,32
15100,17
15200,29
15300,19
15400,25
15500,37
15600,27
15700,20
15800,31
15900,20
16000,28
16100,35
16200,30
16300,25
16400,25
16500,46
16600,29
16700,15
16800,27
16900,19
17000,53
17100,18
17200,37
17300,35
17400,27
17500,38
17600,28
17700,24
17800,18
17900,25
18000,36
18100,18
18200,26
18300,26
18400,20
18500,31
18600,31
18700,20
18800,18
18900,22
19000,35
19100,28
19200,18
19300,19
19400,24
19500,33
19600,14
19700,26
19800,19
19900,14
20000,38
20100,23
20200,26
20300,14
20400,21
20500,29
20600,24
20700,28
20800,28
20900,25
21000,41
21100,20
21200,24
21300,31
21400,18
21500,35
21600,20
21700,30
21800,23
21900,25
22000,37
22100,22
22200,26
22300,21
22400,16
22500,38
22600,30
22700,23
22800,20
22900,18
23000,40
23100,32
23200,29
23300,32
23400,27
23500,31
23600,16
23700,13
23800,35
23900,16
24000,26
24100,33
24200,19
24300,24
24400,25
24500,32
24600,19
24700,26
24800,17
24900,20
25000,33
25100,27
25200,12
25300,19
25400,15
25500,37
25600,20
25700,27
25800,23
25900,25
26000,31
26100,25
26200,29
26300,22
26400,21
26500,24
26600,27
26700,17
26800,21
26900,13
27000,25
27100,17
27200,25
27300,23
27400,20
27500,22
27600,24
27700,18
27800,23
27900,25
28000,40
28100,17
28200,17
28300,28
28400,21
28500,37
28600,23
28700,19
28800,24
28900,11
29000,32
29100,19
29200,25
29300,17
29400,14
29500,25
29600,13
29700,12
29800,16
29900,13
30000,31
30100,26
30200,14
30300,18
30400,11
30500,34
30600,16
30700,11
30800,16
30900,21
31000,32
31100,15
31200,17
31300,19
31400,23
31500,28
31600,19
31700,15
31800,16
31900,19
32000,30
32100,19
32200,16
32300,12
32400,18
32500,18
32600,17
32700,23
32800,21
32900,20
33000,29
33100,17
33200,18
33300,22
33400,16
33500,19
33600,24
33700,9
33800,8
33900,9
34000,25
34100,15
34200,21
34300,17
34400,17
34500,22
34600,21
34700,20
34800,14
34900,16
35000,9
35100,16
35200,15
35300,20
35400,17
35500,19
35600,20
35700,19
35800,17
35900,12
36000,23
36100,13
36200,19
36300,20
36400,16
36500,19
36600,17
36700,21
36800,12
36900,16
37000,25
37100,17
37200,13
37300,7
37400,13
37500,17
37600,15
37700,12
37800,17
37900,13
38000,22
38100,17
38200,22
38300,15
38400,17
38500,24
38600,8
38700,13
38800,17
38900,12
39000,22
39100,14
39200,16
39300,18
39400,21
39500,24
39600,7
39700,13
39800,16
39900,9
40000,25
40100,10
40200,17
40300,21
40400,8
40500,20
40600,10
40700,9
40800,15
40900,9
41000,15
41100,14
41200,25
41300,10
41400,15
41500,19
41600,15
41700,12
41800,19
41900,14
42000,22
42100,12
42200,14
42300,20
42400,7
42500,23
42600,21
42700,13
42800,7
42900,15
43000,11
43100,11
43200,24
43300,16
43400,5
43500,17
43600,8
43700,5
43800,13
43900,9
44000,14
44100,10
44200,11
44300,17
44400,5
44500,20
44600,9
44700,11
44800,7
44900,7
45000,25
45100,12
45200,15
45300,14
45400,6
45500,15
45600,12
45700,16
45800,11
45900,13
46000,20
46100,10
46200,15
46300,7
46400,9
46500,9
46600,5
46700,7
46800,5
46900,11
47000,10
47100,10
47200,14
47300,11
47400,6
47500,16
47600,16
47700,8
47800,5
47900,4
48000,16
48100,10
48200,8
48300,12
48400,15
48500,10
48600,6
48700,12
48800,4
48900,8
49000,19
49100,6
49200,10
49300,10
49400,10
49500,15
49600,11
49700,8
49800,11
49900,9
50000,21
50100,10
50200,7
50300,3
50400,6
50500,17
50600,8
50700,11
50800,9
50900,8
51000,10
51100,9
51200,10
51300,10
51400,6
51500,10
51600,7
51700,9
51800,16
51900,11
52000,19
52100,8
52200,8
52300,12
52400,9
52500,14
52600,10
52700,7
52800,10
52900,7
53000,18
53100,8
53200,6
53300,16
53400,14
53500,10
53600,9
53700,8
53800,9
53900,7
54000,17
54100,12
54200,6
54300,6
54400,6
54500,18
54600,17
54700,12
54800,14
54900,8
55000,19
55100,10
55200,14
55300,13
55400,4
55500,22
55600,10
55700,11
55800,14
55900,4
56000,11
56100,8
56200,17
56300,13
56400,12
56500,13
56600,9
56700,11
56800,11
56900,6
57000,17
57100,11
57200,12
57300,6
57400,7
57500,10
57600,9
57700,11
57800,6
57900,10
58000,15
58100,8
58200,4
58300,11
58400,4
58500,8
58600,2
58700,11
58800,13
58900,2
59000,15
59100,11
59200,8
59300,9
59400,7
59500,6
59600,7
59700,11
59800,5
59900,10
60000,20
60100,7
60200,10
60300,12
60400,7
60500,5
60600,8
60700,6
60800,7
60900,7
61000,8
61100,9
61200,8
61300,6
61400,9
61500,16
61600,5
61700,6
61800,10
61900,6
62000,17
62100,11
62200,9
62300,13
62400,8
62500,13
62600,7
62700,6
62800,6
62900,3
63000,13
63100,9
63200,8
63300,10
63400,4
63500,12
63600,5
63700,10
63800,6
63900,8
64000,7
64100,10
64200,6
64300,7
64400,12
64500,11
64600,8
64700,7
64800,9
64900,4
65000,13
65100,6
65200,4
65300,9
65400,9
65500,8
65600,6
65700,5
65800,6
65900,8
66000,9
66100,10
66200,9
66300,6
66400,6
66500,6
66600,7
66700,7
66800,8
66900,4
67000,15
67100,4
67200,6
67300,9
67400,5
67500,9
67600,8
67700,6
67800,6
67900,6
68000,12
68100,8
68200,4
68300,3
68400,4
68500,9
68600,2
68700,5
68800,7
68900,4
69000,11
69100,5
69200,9
69300,6
69400,6
69500,8
69600,4
69700,1
69800,5
69900,2
70000,17
70100,9
70200,6
70300,5
70400,6
70500,14
70600,3
70700,6
70800,4
70900,5
71000,13
71100,6
71200,6
71300,4
71400,5
71500,9
71600,6
71700,3
71800,4
71900,4
72000,14
72100,6
72200,5
72300,5
72400,4
72500,6
72600,5
72700,4
72800,2
72900,4
73000,8
73100,4
73200,7
73300,5
73400,3
73500,5
73600,6
73700,4
73800,8
73900,5
74000,9
74100,4
74200,5
74300,7
74400,4
74500,8
74600,5
74700,3
74800,6
74900,3
75000,12
75100,3
75200,6
75300,2
75400,2
75500,6
75600,8
75700,5
75800,1
75900,4
76000,6
76100,1
76200,10
76300,8
76400,2
76500,3
76600,4
76800,4
76900,4
77000,8
77100,3
77200,4
77300,5
77400,5
77500,3
77600,3
77700,5
77800,7
77900,2
78000,11
78100,3
78200,4
78300,5
78400,3
78500,8
78600,5
78700,6
78800,1
78900,3
79000,9
79100,4
79200,4
79300,6
79400,4
79500,6
79600,4
79700,5
79800,3
79900,3
80000,9
80100,6
80200,4
80300,9
80400,2
80500,4
80600,3
80700,1
80800,1
80900,3
81000,9
81100,6
81200,1
81300,5
81400,2
81500,3
81600,4
81700,3
81800,2
81900,3
82000,6
82100,3
82200,6
82300,3
82400,5
82500,8
82600,3
82700,6
82800,4
82900,6
83000,7
83100,2
83200,3
83300,1
83400,1
83500,7
83600,4
83700,1
83800,5
83900,3
84000,6
84100,4
84200,1
84300,3
84400,7
84500,6
84600,2
84700,4
84800,4
84900,1
85000,8
85100,4
85200,6
85500,8
85600,2
85800,4
85900,4
86000,7
86100,7
86200,4
86300,3
86400,3
86500,5
86600,7
86700,7
86800,4
86900,2
87000,7
87100,3
87200,3
87300,3
87400,1
87500,8
87600,4
87700,1
87800,5
87900,5
88000,11
88100,3
88200,9
88300,1
88500,4
88600,4
88700,3
88800,3
88900,2
89000,5
89100,2
89200,3
89300,3
89400,2
89500,6
89600,4
89700,5
89800,7
89900,3
90000,9
90100,3
90200,4
90300,5
90400,2
90500,4
90600,1
90700,3
90800,4
90900,2
91000,7
91100,1
91200,3
91300,5
91400,1
91500,5
91700,2
91800,3
92000,15
92100,3
92200,1
92300,5
92400,3
92500,5
92700,4
92900,3
93000,4
93100,4
93200,3
93300,6
93500,3
93600,4
93700,2
93800,2
93900,1
94000,5
94100,1
94200,3
94300,3
94400,3
94500,5
94600,2
94700,2
94800,7
94900,3
95000,4
95100,6
95200,9
95300,3
95400,5
95500,9
95600,7
95700,1
95800,3
95900,2
96000,4
96100,3
96200,10
96300,6
96400,2
96500,3
96600,1
96700,4
96900,1
97000,3
97100,1
97200,3
97300,1
97400,1
97500,6
97600,1
97700,1
97800,3
97900,3
98000,3
98200,1
98300,3
98400,5
98500,5
98600,1
98700,2
98800,5
98900,3
99000,4
99100,1
99300,2
99400,2
99500,6
99700,3
99800,6
99900,5
100000,7
100100,2
100200,4
100300,3
100400,3
100500,5
100600,2
100800,3
100900,5
101000,7
101100,1
101200,1
101300,4
101400,2
101500,2
101600,1
101700,1
101800,2
101900,2
102000,2
102100,1
102200,2
102300,5
102400,2
102500,1
102600,1
102800,1
102900,1
103000,5
103200,2
103300,5
103400,1
103500,2
103600,2
103700,3
103800,3
103900,4
104000,12
104300,2
104400,3
104500,3
104600,1
104700,1
104800,1
104900,2
105000,7
105100,2
105200,1
105300,2
105400,2
105600,1
105700,1
105800,4
105900,1
106000,5
106100,4
106200,2
106300,6
106400,1
106500,3
106600,2
106700,1
106800,1
106900,1
107000,5
107100,3
107200,2
107300,4
107500,6
107600,1
107700,4
107800,2
107900,3
108000,4
108100,2
108200,1
108300,3
108400,1
108500,2
108600,1
108700,2
108800,3
108900,2
109000,1
109100,1
109200,2
109400,1
109500,1
109600,1
109700,2
109800,2
110000,9
110200,2
110300,5
110400,1
110500,3
110600,1
110700,1
110800,3
111000,3
111100,1
111200,1
111300,1
111500,2
111600,5
111700,4
112100,1
112300,2
112400,1
112500,1
112600,1
112800,2
112900,2
113000,1
113200,1
113300,5
113500,2
113600,3
113700,3
113800,5
114000,5
114100,1
114200,2
114300,3
114400,1
114500,1
114600,2
114800,1
114900,1
115000,4
115100,1
115200,1
115300,1
115400,1
115500,2
115700,2
115800,2
116000,2
116100,2
116200,6
116300,5
116400,1
116500,3
116700,6
116800,1
116900,2
117000,6
117100,2
117200,4
117300,3
117400,1
117500,1
117600,5
117700,1
117800,2
117900,3
118000,1
118100,1
118200,1
118300,2
118400,1
118500,1
118600,1
118700,1
119000,1
119100,2
119200,2
119400,3
119500,4
119700,3
119800,3
119900,2
120000,6
120200,1
120300,2
120400,2
120500,1
120600,1
120700,2
120800,2
121000,2
121100,1
121200,1
121300,2
121400,2
121500,1
121600,4
121700,2
121800,3
121900,1
122000,2
122300,3
122600,1
122700,1
122800,1
123000,6
123200,1
123300,1
123500,1
123600,1
123800,1
123900,2
124100,3
124200,3
124300,2
124500,1
124700,1
124800,3
124900,2
125000,3
125200,1
125300,1
125400,5
125500,4
125600,2
125700,3
125800,1
126000,2
126200,1
126400,2
126500,1
126600,4
126700,2
126800,2
126900,1
127000,3
127100,1
127200,2
127300,5
127400,1
127500,2
127700,2
127800,1
127900,1
128000,4
128100,1
128400,1
128700,4
128800,2
128900,3
129000,2
129100,1
129200,1
129300,1
129500,2
129700,3
129800,2
129900,3
130000,2
130500,1
130800,2
131000,2
131100,2
131200,1
131300,3
131400,3
131500,1
131600,1
131700,2
131800,1
132000,5
132100,1
132200,1
132300,3
132500,2
132600,1
132700,2
132800,1
132900,1
133000,1
133300,1
133400,1
133500,1
133800,1
134000,3
134200,1
134500,1
134600,1
134800,1
134900,2
135000,2
135100,2
135200,1
135500,2
135600,1
135900,3
136000,5
136100,2
136300,3
136500,1
136600,1
136700,1
136800,2
136900,2
137000,2
137200,2
137300,1
137700,2
137800,2
137900,1
138000,1
138100,1
138400,2
138500,1
138700,1
138800,1
138900,1
139000,1
139200,1
139300,2
139500,2
139600,2
139700,1
139900,1
140000,1
140100,3
140400,1
140500,4
140800,1
140900,1
141200,1
141400,2
141500,1
142000,2
142100,1
142200,1
142300,1
142400,1
142500,3
142600,1
142700,1
142800,1
142900,1
143000,4
143100,1
143200,2
143300,3
143400,2
143500,2
143600,1
143700,1
143800,1
144000,1
144100,1
144200,2
144300,2
144500,1
145000,4
145100,1
145300,1
145600,2
145800,2
145900,1
146000,2
146200,1
146300,1
146400,3
146500,2
146600,2
146700,1
146800,1
147100,1
147400,1
147800,1
148000,2
148100,2
148200,1
148300,2
148600,2
149100,1
149300,2
149400,1
149500,1
149600,1
149700,2
150000,2
151000,2
151100,2
151600,1
151700,1
152000,2
152100,1
152500,1
152900,1
153000,1
153100,2
153500,1
153600,1
154000,2
154400,1
154500,1
154600,1
154800,1
155000,2
155100,1
155200,1
155300,1
155400,1
155500,4
155900,1
156000,2
156300,3
156800,1
156900,1
157000,2
157400,1
157600,1
158000,4
158100,1
158200,1
158300,1
158400,1
158800,1
158900,1
160000,5
160900,1
161000,2
161100,2
161200,1
161300,1
161400,1
161600,2
161800,1
161900,1
162100,1
162400,1
162500,4
162800,2
163400,1
163500,1
163600,2
163800,2
164000,1
164200,2
164300,1
164600,2
164900,1
165000,1
165100,1
165300,1
165400,2
165500,1
165700,2
165800,1
165900,1
166100,1
166400,1
166600,2
166700,1
166800,1
167000,5
167100,1
167300,1
167400,2
167500,1
167600,1
167700,1
168100,1
168300,1
168400,1
168500,1
168700,1
169000,1
169100,1
169300,1
169500,3
169600,1
169700,1
169900,1
170100,1
170500,1
170700,2
171000,3
171300,1
171500,2
172000,1
172100,1
172300,1
173000,2
173200,1
173700,1
173900,1
174000,2
174400,1
174500,1
174700,2
174800,1
174900,3
175400,1
175800,1
176000,2
176500,1
176600,1
176700,2
176900,1
177100,1
177600,1
178500,2
179500,1
179800,1
180000,3
180100,1
180500,1
181000,1
181300,3
182000,1
182300,2
182500,1
182600,1
182700,1
183100,1
183400,1
184000,2
184800,1
185100,1
185900,1
186100,1
186300,1
186400,1
187000,1
187100,1
187300,3
188200,1
188400,1
188700,1
189200,1
189300,1
189500,1
190000,2
190100,1
190400,2
190600,1
191400,1
191700,1
191800,1
191900,1
192100,1
192600,1
193400,1
193800,1
194400,1
194700,1
195100,1
195600,1
196000,2
197000,2
197600,1
197800,1
198000,1
198200,1
198700,1
198800,1
199000,1
199300,1
199500,1
199800,1
200000,4
200600,1
200900,1
201000,1
201800,1
202300,1
202500,1
202800,1
203100,1
203200,1
203900,1
204000,1
204500,1
204600,1
204700,1
205000,1
205100,1
205500,4
206400,2
206500,1
206600,1
207100,1
207300,1
207400,3
208100,1
209600,1
209800,1
209900,1
210000,1
210700,1
210900,1
211000,1
211300,2
211600,1
212000,1
212100,1
212200,2
212500,1
213700,1
213800,1
214400,1
215200,1
217100,1
217300,1
219300,1
219500,2
220000,2
221000,1
221100,1
222000,1
222700,1
222800,1
225000,1
225100,1
225300,2
225700,1
225800,1
225900,1
227000,1
227300,2
227500,2
229000,1
229100,1
230000,1
230200,1
231400,1
231500,1
231800,1
232000,1
232900,1
233000,1
234700,1
235000,1
236800,1
236900,1
237500,1
237600,2
239000,1
239400,2
239600,1
239700,1
240200,1
241000,1
242700,2
244800,1
245400,1
246000,1
246700,1
247300,1
249500,1
249900,1
250100,1
252600,1
252800,1
253200,1
253500,1
254500,1
255200,1
255800,1
257400,1
258400,1
259000,1
260500,1
261600,1
262400,1
263400,1
263500,1
265600,1
266900,2
269100,2
271000,1
271900,1
272300,1
272900,1
274300,1
274500,1
275000,1
275700,2
276100,1
277100,1
277300,1
279000,1
279300,1
280500,2
281900,1
282500,1
284200,1
285000,1
285200,1
286000,1
287500,1
289600,1
295300,1
297300,1
300000,1
301000,1
302100,1
302800,1
305000,2
305500,1
307500,1
310000,1
317000,1
318000,1
319900,1
323300,1
324500,1
327500,1
331500,1
342200,2
342500,1
343500,1
347000,1
347600,1
348500,1
354200,1
354300,1
357600,1
362000,1
362600,1
363100,1
367500,1
373900,1
381900,1
386600,1
388100,1
390500,1
396300,1
397000,1
399900,1
462400,1
472500,1
539100,1
